id,question,choice1,choice2,choice3,choice4,explanation,img,category
3-11,緑内障について正しいのはどれか,房水の流出障害が原因となることが多い,水晶体の代謝障害である,硝子体の混濁が認められる,網膜の剥離が認められる,正解：房水の流出障害が原因となることが多い\n防水の流出障害は多くの緑内障で認められます。緑内障は日本における中途失明の原因の第１位です。水晶体の新陳代謝障害によって水晶体に混濁が生じるのは白内障です。硝子体の混濁はブドウ膜炎や糖尿病網膜症などで生じます。網膜の剥離は網膜剥離で認められます。第114回全国公開模擬試験にあります。,img/3-11.png,疾病
3-12,貧血とその治療方法の組み合わせで正しいのはどれか,鉄欠乏性貧血ーーー食生活の改善,再生不良性貧血ーーービタミンB12筋肉内注射,巨赤芽球性貧血ーーー脾臓の摘出,溶結性貧血ーーー骨髄移植,正解：鉄欠乏性貧血ーーー食生活の改善\n鉄欠乏性貧血は体内の鉄不足によります。治療として原因疾患の治療、鉄材の内服、鉄摂取等の食事指導などを行います。再生不良性貧血は骨髄機能の低下により生じ、治療として造血幹細胞移植、免疫抑制療法などを行います。巨赤芽球性貧血はビタミンB12や葉酸の不足により生じる貧血です。主な治療としてビタミンB１２筋肉内注射があります。第１１４回全国公開模擬試験にあります。,img/3-12.png,疾病
3-13,炎症の４徴候に含まれるものはどれか,発熱,頭痛,嘔吐,下痢,正解：発熱\n炎症の徴候は発赤、腫脹、発熱、疼痛、機能障害です。発熱は様々な外因により組織が損傷されると崩壊した細胞や好塩基球、血小板などから、ヒスタミン、ロイコトリエンなどの化学伝達物質が放出される。これらの物質がケミカルメディエーターとなり、炎症反応が引き起こされる。放出されたケミカルメディエーターのうちヒスタミンなどにより血管拡張が起こり、血流の増加から局所に発赤、発熱を生じます。さらに、血管浸透性の亢進が起こり、血液中から血症が進出し、組織間液が増加します。これにより局所の腫脹が生じます。また、プラジキニンなどの局所で働くほっつう作用のあるケミカルメディエーターにより疼痛が引き起こされる。一方、ロいことリンなどの働きにより好中球などの炎症細胞が局所に集まり、そこから放出されるリソソーム酸素や活性酸素によってさらに炎症が増強されます。,img/3-1-1,疾病
3-14,右心不全の症状でないのはどれか,呼吸困難,経静脈怒張,腹部膨満感,下肢の浮腫,正解：呼吸困難\n右心不全はウ心機能低下により右心拍出量低下と体静脈うっ血を来するものである。一方、左心不全は左心機能低下により差心拍出量低下と肺うっ血を来すものです。したがって、右心不全では大静脈系のうっ血による症状がみられ、左心不全では心拍出量低下による症状と肺うっ血による症状がみられます。左心不全に継続して右心不全が起こることも多いです。第１１４回全国公開模擬試験第二回にあります。,img/3-2-2.png,疾病
3-15,胆管炎で正しいのはどれか,血清期は原因の一つである,放置すると心原性ショックを来す,溶血性黄疸がみられる,シャルコー３徴の１つに嘔吐がある,正解：血清期は原因の１つである\n胆管炎は肝臓で生合成された胆汁が流出する経路でうっ滞し、胆汁の細菌感染が起こることで発します。うっ滞の原因には結石があります。また、胆管炎や急性膵炎は内視鏡的逆行性胆管膵炎の合併症として重要です。胆管炎を放置すると胆汁中に細菌が増殖するため炎症が進行し、CRPが上昇します。原因菌はグラム陰性桿菌であり、主に敗血症性ショックを来すリスクがあります。胆管炎や胆嚢炎などの主な原因は胆石によるもので閉塞性黄疸がみられます。炎症や結石等により胆道が閉塞した場合、胆汁が肝臓から肝静脈を経て血中に逆流します。ことため、けっつう胆汁に含まれた直接ビリルビンによる黄疸が生じます。シャルコー3徴は胆道感染症でみられるのは発熱、黄疸、右季肋部痛いいます。嘔吐は症状の一つにありますが、シャルコー３徴に育まれません。第１１４回全国公開模擬試験第二回にあります。　,img/3-2-3.png,疾病

4-1,ノーマライゼーションの理念に最も近いのはどれか,高齢者、障碍者等の移動等の円滑化の促進に関する法律,健康日本21,がん対策推進基本計画,トータルヘルスプロモーションプラン,正解：高齢者、障碍者等の移動等の円滑化の促進に関する法律\nノーマライゼーションとは障害者や高齢者など社会的に不利になりやすい人がほかの人と同じように生活し、活動する社会が正常な姿であるとする考え方です。様々な法律に反映されています。健康日本21は、国民の健康を守り、生活の質を高めるための基本計画です。がん対策推進基本計画はがんの予防・早期発見・治療を目的としています。トータルヘルスプロモーションプランは、健康と福祉を総合的に推進する計画です。第１１４回全国公開模擬試験にあります。,img/4-1.png,社会
4-2,健康寿命の説明で正しいのはどれか,健康上、日常生活に規制のない期間,健康格差による寿命の差,０歳の平均余命,平均寿命,正解：健康上、日常生活に制限のない期間\n健康格差とは地域や社会経済状況の違いによる集団における健康状態の差のことです。健康格差の縮小に三桁取り組みを行っていくうえで健康寿命が最も重要な指標となります。平均余命とは該当年齢の時にあと何年生きることができるかの平均を示したものであります。すなわち0歳の平均余命とは平均寿命を指します。第１１４回全国公開模擬試験にあります。,img/4-2.png,社会
4-3,学校保健安全法に規定されているのはどれか,毎学年定期に児童生徒の健康診断を実施する,学校で給食を実施する,学校で体育を充実させる,学校で環境教育を推進する,正解：毎学年定期に児童生徒の保険診断を実施する\n学校での給食の実施は学校給食法に規定されています。学校給食法は学校給食及び学校給食を活用した食に関する指導の実施に関し、必要な事項を定め学校給食の普及充実及び学校における食育の推進を図ることを目的としています。学校での体育の充実はスポーツ基本法に規定されています。スポーツ基本法に基づき文部科学大臣が定めるスポーツに関する施策の総合的かつ計画的なス指針を図るための重要な指針として令和4年に第3期スポーツ基本計画が策定されます。学校での環境教育の推進は環境教育等による環境保全の取り組みの促進に関する法律により規定されています。この法律では環境教育とは持続可能な社会の構策を目指して、家庭、学校、職場、地域その他のあらゆる場において環境と社会、経済及び文化とのつながりその他環境の保全に土江の理解を深めるために行われる環境の保全に関する教育及び学習をいうと規定されています。第１１４回全国公開模擬試験にあります。,img/4-3.png,社会
4-4,終末期において、将来の意思決定の低下に備え今後の治療や療養について患者や家族とあらかじめ話し合い、患者の意思を最後まで尊重すると定義されているのはどれか,アドバンスケアプランニング,ノーマライゼーション,アドヒアランス,コンプライアンス,正解：アドバンスケアプランニング\nノーマライゼーションは障害者や高齢者が健常者と同じように生活し活動する社会が正常な姿であると定義されています。アドヒアランスとは患者が治療方針の決定に散瞳し積極的に治療に臨むことを意味します。コンプライアンスとは患者が医療従事者の指示に従った行動をとることを意味します。第１１４回全国公開模擬試験にあります。,img/4-4.png,社会
4-5,児童相談所について正しいのはどれか,非行に関する相談を行けている,児童相談所は各市町村に一か所設置されている,障害児福祉手帳の申請窓口である,療育の給付の決定を行う,正解：非行に関する相談を受けている\n児童相談所は児童福祉法により各都道府県・政令指定都市に設置義務があります。障害児福祉手当は重度障碍児に対してその生涯のため必要となる精神的、物質的な特別の負担軽減の一助として手当てを支給することです。支給手続きは市区町村の窓口で行います。療育の給付は結核にかかっている児童に対し、療養に伏せて学習の援助を行う給付のことであり、都道府県知事が給付の決定を行います。第１１４回全国公開模擬試験にあります。,img/4-5.png,社会
4-6,女性の労働に対して労働基準法で定めているのはどれか,妊産婦には危険有害常務に就業制限がある,生理休暇が認められていない,妊産婦の時間外労働に関する規定はない,妊娠中の女性がほかの簡易な業務への転換希望を出しても業務を変えることはできない,正解：妊産婦には危険有害業務に就業制限がある\n生理尾の就業が著しく困難で女性から請求があった場合は休暇を取らせることができます。妊産婦が請求した倍は時間外労働をさせることができないと規定されています。妊娠中の女性が請求した場合には、ほかの簡易な業務に転換させなければならなりません。第１１４回全国公開模擬試験にあります。,img/4-6.png,社会
4-7,老人福祉法が規定する老人福祉施設はどれか,老人福祉センター,介護老人保健施設,地域包括支援センター,更生施設,正解：老人福祉センター\n介護老人福祉施設は介護保険法に規定される介護保険施設の一つです。地域包括支援センターは介護保険法に規定されている施設で地域住民の心身の健康の保持や生活の安全のため包括的支援事業や介護予防、日常生活支援総合事業などを実施する機関です。厚生施設は生活保護法に規定される保護施設の一つで身体上または精神上の理由により用語や生活指導を必要とするものを収容して、生活扶助を行うことを目的とする施設です。第１１４回全国公開模擬試験にあります。,img/4-7.png,社会
4-8,医療機関から排泄される血液の付着した注射針が該当するのはどれか,感染性産業廃棄物,PCB廃棄物,一般廃棄物,特定有害産業廃棄物,正解：感染性産業廃棄物\nPCB廃棄物とはPCBが含まれる塗布されている、付着している廃棄物です。一般廃棄物とは産業廃棄物以外の廃棄物といいます。特定有害産業廃棄物とは特別管理産業廃棄物の一種であり、特に有害性の高い物質あるいはそれらを含む廃棄物をさします。有害物質の基準を超えており、人の健康または生活環境に係る被害を生ずる恐れがあるものをいいます。第１１４回全国公開模擬試験にあります。,img/4-8.png,社会
4-9,看護師等の人材確保の促進に関する法律について正しいのはどれか,看護師の資質の向上を目的とする,この法律で看護師等とは看護師と准看護師の二つを指す,看護職員の確保対策の責任は日本看護協会が持つ,保健師免許の交付について規定されている,正解：看護師の資質の向上を目的とする\n看護師等の人材確保の促進に関する法律第2条で看護齲歯等は保健師、助産師、看護師、准看護師と定義されます。看護職員の確保対策の責任は地方公共団体がもつことになっています。保健師免許は保健師助産師看護師法に規定され、厚生労働大臣が交付します。第１１４回全国公開模擬試験にあります。,img/4-9.png,社会
4-10,令和4年の人口動態統計について正しいのはどれか,婚姻件数は前年より増加した,死亡数は前年より減少した,合計特殊出生率は前年より上昇した,自然増減数は前年より増加した,正解：婚姻件数は前年より増加した\n令和4年の婚姻件数は50万4930組で前年の50万1138組より3792組増加しました。令和4年度の死亡数は156万Ⅸ050人で前年の143万Ⅸ8⑤6人より12万9194人増加しました。令和4年の合計特殊出生率は1.26で前年の1.30より低下し、平成17年と並び過去最低となりました。自然増減数とは出生数から死亡数を引いた数値です。令和4年の自然増減数はマイナス79万8291人で前年のマイナス92万8234人より17万57人減少し、過去最大の減少幅となりました。第１１４回全国公開模擬試験にあります。,img/4-10.png,社会
4-11,障碍者基本法で規定されているのはどれか,障害者の自立及び社会参加の支援の施策,障害者の虐待防止に関する施策,自宅のバリアフリー化への改修,障害児の定義,正解：障害者の自立及び社会参加の支援の施策\n障碍者基本法は障害者の自立及び社会参加の支援等のための施策を統合的かつ計画的に推進することを目的としています。障害者の虐待防止に関する具体的な対策については、障碍者虐待防止法に規定されています。自宅のバリアフリー化への改修ではなく公的施設や情報利用におけるバリアフリー化について規定されてい亜mす。障害児の程度は児童福祉法に規定されています。第１１４回全国公開模擬試験にあります。,img/4-11.png,社会
4-12,日本の近年のライフスタイルに影響する社会の変化で正しいのはどれか,共働き世帯数の増加,正規雇用者の減少,就業者に占める雇用者の割合の低下,単独世帯数の減少,正解：共働き世帯数の増加/n令和5年版男女共同参画白書によると、昭和62年以降共働き世帯は増加傾向にあり、9年連続参加しています。労働力調査によると令和五年度の就業者に占める雇用者の割合は90.1％であり、平成30年の89.1%から年々上昇しています。国民生活基礎調査によると、平成16年1081万7千世帯だった単独世帯は年々増加し、令和4年では1785万２千世帯となっています。第１１４回全国公開模擬試験第二回にあります。,img/4-2-3.png,社会
4-13,介護保険制度について正しいのはどれか,地域放包括支援センタ―は介護予防マネジメント等の役割を担う,介護給付には施設サービスと医療サービスがある,要介護認定を行うのは都道府県である,要介護状態区分は10段階に分けられる,正解：地域包括支援センターは介護マネジメント等の良く割を担う\n地域包括支援センターは公正・中立な立場から総合相談支援、虐待の早期発見・防止などの権利擁護、包括的・系統的ケアマネジメント支援、介護予防ケアマネジメント等の機能を担う、地域の中核機関です。介護給付には施設サービスる住宅サービス、地域密着型サービスがあります。要介護認定を行うのは市町村及び特別区に設置された介護認定審査会です。要介護状態区分は要支援１・２、要介護１～５の7段階に分けられます。第１１４回全国公開模擬試験第二回にあります。,img/4-2-2.png,社会
4-14,自殺対策基本法について正しいのはどれか,教育活動等を通じて、国民の理解を深めるよう必要な措置を講ずる,都道府県に自殺統合対策大綱の策定が義務付けられている,自殺統合対策会議が内閣府に設置されている,自殺対策に関する事業主の責務については定められていない,正解：教育活動等を通じて国民の理解を深めるよう必要な措置を講ずる\n同法第六条に国民及び地方公共団体は教育活動、広報活動等を通じて、自殺対策に関する国民の理解を深めるよう必要な措置を講ずるものとすると定められています。自殺総合対策代行の定義が義務図けられているのは国です。自殺総合対策会議はk情勢労働省に設置されています。同法第4条に事業主は国及び地方公共団体が実施する自作対策に協力するとともに、その雇用する労働者の心の健康の保持を図るため必要な措置を講ずるよう努めるものとすると定められています。第１１４回全国公開模擬試験第二回にあります。,img/4-2-3.png,社会

5-1,健康の概念で正しいのはどれか,障害を持っていてもその人なりの健康がある,地域や文化による影響は少ない,健康と不健康とは不連続である,身体的健康が最も重要である,正解：障害を持っていてもその人なりの健康がある\nＷＨＯでは健康とは身体的・精神的及び社会的に完全に安寧を保っている状態をいうのであって単に病気や虚弱でないことではないと唱えられています。地域や文化が変われば健康の概念も変わります。健康と不健康ははっきり区別できず、連続的な関係です。第１１４回全国公開模擬試験にあります。,img/5-1.png,基礎
5-2,根拠に基づいた看護で最も正しいのはどれか,最適な医療の実践のために用いる,既存の看護業務基準を遵守する,先輩看護師の行動を模倣する,看護研究の推進のために用いる,正解：最適な医療の実施のために用いる\n根拠に基づいた看護はこれまで経験的知識で支えられてきたケア技術を研究によって得られたデータで裏付けしようとすることで最適な医療の実施を行うことを目的の一つとしています。看護研究の推進はEBNを明らかにする方法の一つであり現在では看護学とガン後実践が一丸となって目指すスローガンともなっている。第１１４回全国公開模擬試験にあります。,img/5-2.png,基礎
5-3,安静時におけるバイタルサインで異常と判断されるのはどれか,乳児　呼吸数50回/分,新生児　体温37.3度,60歳男性　心拍数70回/分,75歳女性　診察室血圧120/84ｍｍHg,正解：乳児　呼吸数50回/分\n正常な新生児の体温は36.5度～37.5度です。正常な乳児の呼吸数は30～40回/分であり50回/分は異常です。正常な成人の心拍数は60～80回/分です。診察室血圧の高血圧の基準は高齢者においても収縮期血圧140ｍｍHg異常、拡張期血圧90mmHg異常です。第１１４回全国公開模擬試験にあります。,img/5-3.png,基礎
5-4,温罨法の適応で正しいのはどれか,発熱時の悪寒,絞扼性腸閉塞による腹痛,痛風発作による疼痛,子宮復古不全時の子宮収縮,正解：発熱時の悪寒\n絞扼性腸閉塞では温罨法を行う腸蠕動運動が亢進し、腸管破裂のリスクがあるため禁忌です。痛風発作時は冷罨法を行い、疼痛緩和を図ります。子宮復古不全時は冷罨法を行うと子宮収縮が改善されます。第１１４回全国公開模擬試験にあります。,img/5-4.png,基礎
5-5,尿失禁の種類と対応の組み合わせで正しいのはどれか,腹圧性尿失禁ーーー骨盤底筋訓練,切迫性尿失禁ーーー下腹部へ軽く刺激を加える,溢󠄀流性尿失禁ーーートイレへの誘導,機能性尿失禁ーーー間欠的自己導尿,正解：腹圧性尿失禁ーーー骨盤底筋訓練\n切迫性尿失禁は脳血管障害などが原因となり、突然尿意を催し、尿失禁が起こります。徐々に排尿感覚を伸ばす膀胱訓練によって改善が見られます。溢流性尿失禁は前立腺肥大症などで尿閉が起こり、棒降圧の上昇とともに尿が漏れ出て失禁が起こる。疾病の治療によって改善がみられます。機能性尿失禁は認知症やＡＤＬ障害がありトイレの場所が理解できなかったり、排尿動作ができないことにより尿失禁が起こります。適時トイレ誘導などを行う必要があります。第１１４回全国公開模擬試験にあります。,img/5-5.png,基礎
5-6,運動習慣が身体に与える影響で正しいのはどれか,基礎代謝量の増加,耐糖能の低下,一回心拍出量の減少,肺活量の減少,正解：基礎代謝量の増加\n耐糖能とは血糖値が高いときに血糖値を正常に戻す働きです。運動習慣により耐糖能は上昇します。運動習慣により一回心拍出量は増加します。運動習慣により呼吸筋が鍛えられ呼吸機能が高まり肺活量は増加します。第１１４回全国公開模擬試験にあります。,img/5-6.png,基礎
5-7,CT検査で造影剤を使用することになった。もっと重篤なアレルギー症状はどれか,呼吸困難,蕁麻疹,注入時の熱感,嘔吐,正解：呼吸困難\n造影CT検査はヨード造影剤を静脈内注射して画像にコントラストをつけ、特定の臓器を映し出す方法です。造影剤によるアレルギー症状が起こる危険性があるため、患者の注意深く観察する必要があります。軽度のアレルギー症状では非心、蕁麻疹、嘔吐、吐き気、頭痛、注入時の発熱、冷や汗などがあります。重篤なアレルギー症状では呼吸困難、血圧低下、意識障害、心停止などがあります。第１１４回全国公開模擬試験にあります。,img/5-7.png,基礎
5-8,血糖自己測定で正しいのはどれか,使用済みの採血心はリキャップしない,静脈血採血が必ず必要である,毎回同じところを穿刺する,血糖の測定時間は患者が決める,正解：使用済みの採血心はリキャップしない\n血糖自己測定は一般に指先を穿刺し、実施します。近年では穿刺時の痛みの配慮から腕や大腿での測定が可能な機器などが開発され患者の生活形式に適した危機を選択できるようになっています。毎回同じところを穿刺すると皮膚が硬くなり採血しにくくなります。血糖自己測定の目的は惟日にの血糖値変化を把握することと、血糖が食事、運動、ストレスなどで大きく変動するためそれらの影響の程度を把握することにあります。そのため基本的には食事の前後や就寝前などに測定することが多いが個人差も大きいため測定結果をもとに主治医と測定時間を決めていきます。第１１４回全国公開模擬試験にあります。,img/5-7.png,基礎
5-9,医療にかかわる職種とその業務の組み合わせで最も適切なのはどれか,言語聴覚士ーーー嚥下訓練,社会福祉士ーーー装具の身体への適合,臨床工学士ーーー義歯の作成,介護支援専門員ーーー作業療法,正解：言語聴覚士ーーー嚥下訓練\n装具の身体への適合は義肢装具士の主な業務です。社会福祉士の主な業務は社会福祉の立場が患者や家族の抱える心理的・社会的な問題の解決・調整を援助し、退院調整や社会復帰の促進を図ることです。義歯の作成は歯科技工士の主な業務です。臨床工学技士の主な業務は医師の具体的な指示を受け診療の補助都市て厚生労働省で定める生命維持管理装置の操作及び保守検査を行うことです。介護支援専門員の主な業務は介護サービスの給付計画を作成し、他の介護サービス事業里の連携・調整などの取りまとめを行ことです。作業療法は作業療法士の主な業務で身体または精神に障害のあるものに対し主としてその応用的動作能力、社会適応能力の回復を図るため様々な作業を行わせることです。第１１４回全国公開模擬試験にあります。,img/5-8.png,基礎
5-10,看護師の対応で適切なのはどれか,娘と名乗る人物から入院中の母の容態を聞く電話があり「お答えできません」と回答した,患者の様子を知るため、許可なく患者の日記を見た,看護研究の資料で、患者の実名を記載した,認知症でコミュニケーションをとることが難しい患者に対し、説明せずに検査へ連れて行った,正解：娘と名乗る人物から入院中の母の容態を聞く電話があり、お答えできませんと回答した\nプライバシー保護の観点から患者の日記を許可なくみてはいけません。看護研究の使用は個人が特定できないようにしなければなりません。患者が理解できる言葉で話すひつようがあります。第１１４回全国公開模擬試験にあります。,img/5-10.png,基礎
5-11,看護過程における客観的情報はどれか,看護師が測定した患者の体温,体調が悪そうだという家族の話,おなかが痛いという患者の訴え,気分がよくなさそうだと看護師が感じた,正解：看護師が測定した患者の体温\n人によって感じる程度が違うため、客観的的情報にはなりません。気分がよくなさそうは主観的情報です。第１１４回全国公開模擬試験にあります。,img/5-11.png,基礎
5-12,持続的導尿中の感染予防対策として最も適切なのは度どれか,心機能や腎機能に問題がなければ、積極的に水分摂取をすすめる,体位変換をなるべく避ける,膀胱より高い位置に畜尿バックを置く,カテーテルの固定位置を毎日変更する,正解：心機能や腎機能に問題がなければ積極的に水分摂取をすすめる\n膀胱内に尿を貯留させないよう、体位変換は可能な肺で積極的に行います。尿を逆流させないよう、畜尿バックは常に膀胱よりも低い位置に置きます。カテーテルの固定位置の変更は尿道・皮膚障害の予防の為に行うものであり、感染予防対策ではありません。第１１４回全国公開模擬試験にあります。,img/5-12.png,基礎
5-13,看護師がHCV抗体陽性の患者の採決をした際に、指先に指してしまった。その後の対応で正しいのはどれか,HCV抗体と肝機能を定期的に検査する,HCVワクチンの接種を行う,針刺し事故の直後のボビドンヨードで指先を消毒する,ほかの患者の採決が多数残っていたため、すべて終えてから創部を流水で洗浄した,正解：HCV抗体と肝機能を定期的に検査する\n患者がHCV抗体陽性の場合は有効なワクチンなどの予防策はありません。患者がHBｓ抗体陽性である場合は看護師がＨＢｓ抗原・高耐陰性の場合は針刺し後24時間以内にＨＢ免疫グロブリン及びＨＢワクチンの接種を行います。針刺し事故が発生した場合、作業を中止し、直ちに針刺し創部を流水と石けんでよく洗浄します。その後、ポビドンヨードまたは消毒用エタノールで消毒します。第１１４回全国公開模擬試験にあります。,img/5-13.png,基礎
5-14,Aさん（83歳、男性）は脳梗塞の既往があり、食事中に時折むせることがある。誤嚥予防で正しいのはどれか,頸部を前屈するとよい,水分摂取を促す,流動食にする,食後は10分ほど座位を保持する,正解：頸部を前屈するとよい\n水分は誤嚥が起こりやすいためとろみをつけるといいです。流動食は食塊が作りにくく誤嚥を起こす可能性が高いです。食後は30分～1時間ほど座位または、ファウラー位を保持します。第１１４回全国公開模擬試験にあります。,img/5-14.png,基礎
5-15,薬剤と注意すべき食品について正しいのはどれか,テトラサイクリン系抗菌薬服用時に乳製品を摂取すると吸収不良となる,ワルファリン服用時はグレープフルーツの摂取を避ける,カルシウム拮抗薬服用時に納豆を摂取すると作用が減弱する,解熱鎮痛薬服用時にチーズやワインを摂取するとチラミン中毒を引き起こす,正解：テトラサイクリン系抗菌薬服用時に乳製品を摂取するとチラミン中毒を引き起こす\nワルファリン服用時はビタミンKを多く含む食品の摂取によってワルファリンの作用が減弱するため避ける必要があります。カルシウム拮抗薬服用時に注意すべき食品はグレープフルーツであり、同時に摂取することで作用が増強します。チラミン中毒はパーキンソン病やうつ病の治療薬であるモノアミン酸化酵素阻害薬、抗結核薬のイソニアジドの服用時にチーズやワインなどチアラミンを多く含む食品を摂取したときに起こります。第１１４回全国公開模擬試験にあります。,img/5-15.png,基礎
5-16,Aさん（３５歳男性）は仕事中に前腕を深く切ってしまい、大出血を起こしている。動脈の用手間接圧迫止血を行う部位で適切なのはどれか,上腕動脈,橈骨動脈,膝窩動脈,大腿動脈,正解：上腕動脈\n間接圧迫止血は出血部位より中枢側の動脈を手袋をした手で圧迫することにより止血を図る方法である出血が起こった場合、間接圧迫止血を行う部位は手指の場合は橈骨動脈、尺骨動脈で、前腕は上腕動脈、上腕は腋窩動脈、下肢は大腿動脈や膝窩動脈を圧迫します。第１１４回全国公開模擬試験にあります。,img/5-16.png,基礎
5-17,チームナーシングの説明で正しいのはどれか,患者を複数のグループに分け、各グループを専属の看護師チームが受け持つ,一人の看護師がその日受け持った患者の看護をすべて行う,看護業務を内容別に分類し、業務ごとに担当の看護師が実施する,一人の看護師が患者の入院から退院までを一貫して受け持つ,正解：患者を複数のグループに分け、各グループを専属の看護師チームが受け持つ\n一人の看護師が毎日異なる患者を受け持ち、その受け持ち患者のケアを行う方式は患者受け持ち方式といいます。与薬・検温など業務内容ごとに看護師を割り当て、それぞれの業務を担当の看護師が行う方式は機能別看護方式といいます。一人の看護師が患者の入院から退院まで継続して看護を行う方式はプライマリーナーシングといいます。第１１４回全国公開模擬試験にあります。,img/5-17.png,基礎
5-18,褥瘡予防で正しいのはどれか,圧抜きを行う,円座を使用する,栄養状態の把握は不要である,発赤がみられたらマッサージを行う,正解：圧抜きを行う\n同一体位が持続すると部位圧が上昇し褥瘡の発生リスクが高まります。圧抜きを行うことで部分圧を軽減させることができます。円座は部分的に皮膚に圧が加わることに加え循環を阻害することにより浮腫を引き起こしやすいため使用すべきではありません。低栄養状態は褥瘡発生の危険因子となります。血清アルブミン値、食事摂取量などから栄養状態を確認します。発赤部位はマッサージすると褥瘡が悪化するため行ってはいけません。第１１４回全国公開模擬試験にあります。,img/5-18.png,基礎
5-19,酸素を2L/分で吸入している患者。移送時に使用する500L酸素ボンベ（14.7Mpa充填）の内圧計は5.6Mpaを示している。使用可能な時間を求めよ。ただし、小数点以下の数値が求められた場合は小数点以下第１位を四捨五入すること。,９５分,８５分,７５分,６５分,正解：９５分\n医療施設でも最も多く使われる酸素ボンベの容量は500Lで通常14.7Mpaの高圧で酸素が充填されています。酸素ボンベの産量はボンベ容量（L）*現在の圧力計の値（Mpa）/充填圧力（Mpa）で求められます。上記の式より190Lが残っていることになるため、酸素2L/分で吸入していることになり190/2にて９５分です。第１１４回全国公開模擬試験にあります。,img/5-19.png,基礎
5-20,エリクソンＥ．Ｈによるライフサイクルの段階と発達角との組み合わせで正しいのはどれか,幼児前期ーーー自律性,乳児期ーーー親密,学童期ーーー自我同一性,青年期ーーー勤勉性,正解：幼児前期ーーー自律性\nエリクソンは人生のライフサイクルを8段階に分けて各段階に固有の発達課題があると心理、社会的発達理論を提唱しました。幼児期の発達段階は基本的信頼と不信感、幼児前期の発達課題は自律性と恥・疑惑、幼児後期の発達課題は自発性と罪責感、学童期は勤勉性と劣等感、青年期は自我同一性の確立と自我同一性の拡散、成人初期は親密と孤独、壮年期は生殖性と停滞、老年期は統合と絶望と定義しました。第１１４回全国公開模擬試験第二回にあります。,img/5-2-1.png,基礎
5-21,成人の行動に関するセルフケア行動を促進するのはどれか,患者が効力予期を持つ,セルフケア行動で目標を高くする,セルフケア行動で不適切な点について看護師がその都度指摘する,パターナリズムを実施する,正解：患者が効力予期を持つ\n効力予期とはセルフケア行動が実行可能であるという患者の期待を意味します。セルフケア行動を促進するうえで重要となります。セルフケア行動の目標は高くせず、実現可能な設定とします。その都度指摘すると患者は自信を失ってしまい、セルフケア行動の促進につながりません。パターナリズムは父権主義と呼ばれ、医療では医師が治療の意思決定を支配することを意味します。第１１４回全国公開模擬試験第二回にあります。,img/5-2-2.png,基礎
5-22,学習支援として集団指導よりも個別指導のほうが望ましいものはどれか,ヒト免疫不全ウイルス感染患者への生活指導,生が育成への齲歯予防指導,初産婦への貧血予防の食事指導,地域住民への禁煙指導,正解：ヒト免疫不全ウイルス感染者への生活指導\nヒト免疫不全ウイルス感染患者への生活指導は個別性が求められる指導が多いため個別指導が適しています。他選択肢は個別性が少ないことから集団指導が適切です。第１１４回全国公開模擬試験第二回にあります。,img/5-2-3.png,基礎
5-23,Aさん（75歳、男性）は糖尿病の既往があり食事指導の目的で入院中である。昼食前の午前11時、Aさんは頭痛や目の霞を訴えた。この時の看護師の対応で優先度が高いのはどれか,血糖値を測定する,鎮痛薬の処方を医師に依頼する,12誘導心電図の準備を行う,呼吸音の聴取を行う,正解：血糖値の測定\n昼食前であり、頭痛や目の霞は低血糖症状の可能性が高いです。まずは血糖値を測定し、低血糖の場合は、可能であればぶどう糖の摂取をします。第１１４回全国公開模擬試験第二回にあります。,img/5-2-4.png,基礎
5-24,日本人の食事摂取基準における栄養素と男性の推奨量の組み合わせで正しいのはどれか,カルシウムーーー750mg/日,ビタミンB1ーーー5mg/日,タンパク質ーーー30g/日,亜鉛ーーー20mg/日,正解：カルシウムーーー750mg/日\nビタミンB1の推奨量は1.4㎎/日です。タンパク質は65g/日です。亜鉛は11mg/日です。第１１４回全国公開模擬試験第二回にあります。,img/5-2-5.png,基礎
5-25,患者の状態と真意の特徴の組み合わせで適切なのはどれか,関節可動域に制限があるーーー生地に伸縮性があり動きやすいもの,歩行訓練を2回/日行っているーーー和式寝衣,術後集中治療室で点滴やドレーンが挿入されているーーー上着とズボンに分かれたもの,下肢に浮腫があるーーー足首にゴムが入っているもの,正解：関節可動域に制限があるーーー生地に伸縮性があり動きやすいもの\n歩行訓練を行っている患者は動きやすいように上着とズボンに分かれた寝衣が適しています。術後集中治療室で点滴やドレーンが挿入されている患者は処置や観察がしやすいよう和式真意が適しています。下肢に浮腫がある患者で患者が足首にゴムが入っているズボンを着用すると静脈還流が低下し浮腫がさらに悪化する恐れがあるため、ゴムが入っていないズボンが適切です。第１１４回全国公開模擬試験第二回にあります。,img/5-2-6.png,基礎
5-26,薬剤管理で正しいのはどれか,向精神薬は施錠できる場所に保管する,麻薬のアンプルは使用後に記録してから病棟で廃棄する,医師であればだれでも麻薬処方が可能である,生ワクチンは常温で保管する,正解：向精神薬は施錠できる場所に保管する\n向精神薬は施錠できる場所に保管する必要があります。麻薬使用後のからアンプルまたわ薬剤が残った場合は、薬剤とともに必ず麻薬管理責任者に返却しなければなりません。あ脈処方が可能なものは都道府県知事から麻薬施用者の免許を取得した医師・歯科医師・獣医師に限ります。生ワクチンは一般的に遮光して5度以下で保存します。第１１４回全国公開模擬試験第二回にあります。,img/5-2-7.png,基礎
